               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  75,            0.034044,            0.007769,           0.0011413,             0.70135,                   1,             0.87538,             0.47954,            0.032375,             0.01096,          0.00056553,            0.002674,            0.002674,            0.002674
                  76,            0.035742,           0.0080548,           0.0008504,              0.7015,                   1,             0.88445,             0.46335,            0.035687,            0.010705,          0.00055914,            0.002575,            0.002575,            0.002575
                  77,            0.034959,           0.0087656,          0.00088036,             0.70088,                   1,             0.85799,             0.44366,            0.035114,            0.010793,          0.00054083,            0.002476,            0.002476,            0.002476
                  78,            0.034754,           0.0086353,            0.002848,             0.70088,                   1,             0.84544,             0.44757,            0.031233,            0.010814,          0.00052967,            0.002377,            0.002377,            0.002377
                  79,            0.033631,           0.0084747,          0.00064327,             0.70009,                   1,             0.83297,              0.4568,            0.030056,            0.010807,          0.00051336,            0.002278,            0.002278,            0.002278
                  80,            0.031657,           0.0076099,           0.0020657,             0.70145,                   1,             0.75861,             0.41479,            0.029767,            0.011194,          0.00049677,            0.002179,            0.002179,            0.002179
                  81,            0.032591,           0.0085676,           0.0010587,              0.7038,                   1,             0.74215,             0.40686,            0.031169,            0.011168,          0.00048647,             0.00208,             0.00208,             0.00208
                  82,            0.032461,           0.0086844,          0.00084043,              0.7034,                   1,             0.78085,             0.43274,            0.029767,            0.010732,           0.0004776,            0.001981,            0.001981,            0.001981
                  83,            0.032558,           0.0078549,           0.0013786,             0.70144,                   1,             0.78594,             0.41664,            0.031787,            0.010667,          0.00046825,            0.001882,            0.001882,            0.001882
                  84,            0.031157,           0.0084187,           0.0013329,             0.70113,                   1,              0.8143,             0.41283,            0.028292,            0.010664,          0.00046444,            0.001783,            0.001783,            0.001783
                  85,            0.033109,           0.0082671,           0.0021156,             0.70196,                   1,             0.82914,             0.45973,            0.030048,            0.010801,          0.00045509,            0.001684,            0.001684,            0.001684
                  86,            0.032372,           0.0084144,          0.00085436,             0.70276,                   1,             0.85042,              0.4604,            0.028845,            0.010543,           0.0004528,            0.001585,            0.001585,            0.001585
                  87,            0.032399,           0.0092251,           0.0019892,             0.70332,                   1,             0.84191,             0.44628,            0.030289,            0.010212,          0.00045185,            0.001486,            0.001486,            0.001486
                  88,            0.032186,           0.0081183,              0.0013,              0.7034,                   1,             0.83604,             0.41985,            0.031755,            0.010316,          0.00044527,            0.001387,            0.001387,            0.001387
                  89,            0.031794,            0.008141,           0.0015263,             0.70328,                   1,             0.81346,             0.40137,            0.032238,            0.010456,          0.00043259,            0.001288,            0.001288,            0.001288
                  90,            0.029965,            0.008198,          0.00054532,             0.70305,                   1,              0.8188,             0.41244,            0.030871,            0.010524,          0.00042906,            0.001189,            0.001189,            0.001189
                  91,            0.031841,           0.0083488,          0.00076723,             0.70268,                   1,             0.83589,             0.43332,            0.031756,            0.010617,          0.00041399,             0.00109,             0.00109,             0.00109
                  92,            0.030509,           0.0085782,            0.000624,             0.70251,                   1,             0.85886,             0.46832,            0.032139,            0.010502,          0.00040092,            0.000991,            0.000991,            0.000991
                  93,            0.031658,           0.0080574,           0.0014903,             0.70286,                   1,             0.90771,             0.45998,            0.032703,            0.010261,          0.00040321,            0.000892,            0.000892,            0.000892
                  94,            0.030909,           0.0077032,          0.00075868,             0.70283,                   1,              0.9484,             0.52018,            0.032098,            0.010133,          0.00039892,            0.000793,            0.000793,            0.000793
                  95,            0.031543,           0.0080216,           0.0006591,             0.70273,                   1,             0.95971,             0.50838,            0.032452,             0.01023,          0.00039301,            0.000694,            0.000694,            0.000694
                  96,            0.031703,           0.0077977,           0.0016831,             0.70253,                   1,             0.95971,             0.50612,            0.031984,             0.01035,          0.00038967,            0.000595,            0.000595,            0.000595
                  97,            0.031193,           0.0081957,          0.00073973,             0.70216,                   1,             0.95607,             0.52364,            0.031722,            0.010482,          0.00038528,            0.000496,            0.000496,            0.000496
                  98,            0.031573,           0.0083927,          0.00080718,             0.70184,                   1,             0.93798,             0.50831,            0.031147,            0.010601,          0.00038424,            0.000397,            0.000397,            0.000397
                  99,            0.029832,           0.0081323,          0.00048131,             0.70155,                   1,             0.93736,             0.52145,            0.031245,            0.010743,          0.00038157,            0.000298,            0.000298,            0.000298
